  0.0000000000000000E+00  0.1000000000000000E+01  0.1000000000000000E+01  0.1000000000000000E+01  0.0000000000000000E+00  0.8106809008678844E+02  0.4038503251089806E+04  0.0000000000000000E+00  0.1000000000000000E+01  0.1000000000000000E+01  0.1000000000000000E+01  0.0000000000000000E+00  0.1000000000000000E-01  0.4900000000000000E+02  0.1000000000000000E+01  0.1000000000000000E+03  0.1000000000000000E+05
  0.0000000000000000E+00  0.1000000000000000E+01  0.1000000000000000E+01  0.1000000000000000E+01  0.0000000000000000E+00  0.8106809008678844E+02  0.1000000000000000E+01  0.0000000000000000E+00  0.1000000000000000E+01  0.1000000000000000E+01  0.3000000000000000E+01  0.0000000000000000E+00  0.1000000000000000E-01  0.4900000000000000E+02  0.0000000000000000E+00  0.1000000000000000E+03  0.1000000000000000E+05
  0.0000000000000000E+00  0.1000000000000000E+01  0.1000000000000000E+01  0.1000000000000000E+01  0.0000000000000000E+00  0.1662826724077306E+01  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.3000000000000000E+01  0.0000000000000000E+00  0.1000000000000000E-01  0.4900000000000000E+02  0.0000000000000000E+00  0.1000000000000000E+03  0.1000000000000000E+05
  0.0000000000000000E+00  0.1000000000000000E+01  0.1000000000000000E+01  0.1000000000000000E+01  0.1592747094631525E-01  0.7848728711302381E+02  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.1000000000000000E+01  0.1000000000000000E+01  0.1000000000000000E-01  0.4900000000000000E+02  0.0000000000000000E+00  0.1000000000000000E+03  0.1000000000000000E+05
  0.0000000000000000E+00  0.1000000000000000E+01  0.1000000000000000E+01  0.1000000000000000E+01  0.2418061100139621E+00  0.2482650239902963E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.3000000000000000E+01  0.2000000000000000E+01  0.1000000000000000E-01  0.4900000000000000E+02  0.0000000000000000E+00  0.1000000000000000E+03  0.1000000000000000E+05
  0.0000000000000000E+00  0.1000000000000000E+01  0.1000000000000000E+01  0.1000000000000000E+01  0.5757530539989685E+00  0.3526022874847803E+02  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.1000000000000000E+01  0.3000000000000000E+01  0.1000000000000000E-01  0.4900000000000000E+02  0.0000000000000000E+00  0.1000000000000000E+03  0.1000000000000000E+05
  0.0000000000000000E+00  0.1000000000000000E+01  0.1000000000000000E+01  0.1000000000000000E+01  0.1126423981152392E+01  0.8906316935877290E-01  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.3000000000000000E+01  0.4000000000000000E+01  0.1000000000000000E-01  0.4900000000000000E+02  0.0000000000000000E+00  0.1000000000000000E+03  0.1000000000000000E+05
  0.0000000000000000E+00  0.1000000000000000E+01  0.1000000000000000E+01  0.1000000000000000E+01  0.1149520605506113E+01  0.8908968638602413E-01  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.3000000000000000E+01  0.6000000000000000E+01  0.1000000000000000E-01  0.4900000000000000E+02  0.0000000000000000E+00  0.1000000000000000E+03  0.1000000000000000E+05
  0.0000000000000000E+00  0.1000000000000000E+01  0.1000000000000000E+01  0.1000000000000000E+01  0.2769182527928615E+01  0.2105978398766511E+02  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.1000000000000000E+01  0.5000000000000000E+01  0.1000000000000000E-01  0.4900000000000000E+02  0.0000000000000000E+00  0.1000000000000000E+03  0.1000000000000000E+05
  0.0000000000000000E+00  0.1000000000000000E+01  0.1000000000000000E+01  0.1000000000000000E+01  0.1362200304331314E+02  0.1206958461411119E+02  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.1000000000000000E+01  0.7000000000000000E+01  0.1000000000000000E-01  0.4900000000000000E+02  0.0000000000000000E+00  0.1000000000000000E+03  0.1000000000000000E+05
  0.0000000000000000E+00  0.1000000000000000E+01  0.1000000000000000E+01  0.1000000000000000E+01  0.2984494156571561E+02  0.1114203246074561E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.3000000000000000E+01  0.8000000000000000E+01  0.1000000000000000E-01  0.4900000000000000E+02  0.0000000000000000E+00  0.1000000000000000E+03  0.1000000000000000E+05
  0.0000000000000000E+00  0.1000000000000000E+01  0.1000000000000000E+01  0.1000000000000000E+01  0.4111397727312070E+02  0.3057451046776657E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.3000000000000000E+01  0.1000000000000000E+02  0.1000000000000000E-01  0.4900000000000000E+02  0.0000000000000000E+00  0.1000000000000000E+03  0.1000000000000000E+05
  0.0000000000000000E+00  0.1000000000000000E+01  0.1000000000000000E+01  0.1000000000000000E+01  0.4340650008052175E+02  0.5822691677316930E-01  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.1000000000000000E+01  0.9000000000000000E+01  0.1000000000000000E-01  0.4900000000000000E+02  0.0000000000000000E+00  0.1000000000000000E+03  0.1000000000000000E+05
